judul,isi_laporan,info,link
Jalan Rusak Dan Berlubang,"Jalan umum yang status jalannya masuk ke desa Kaduwulung Kecamatan Situraja Kabupaten Sumedang, Jawa barat, tapi posisi jalan lebih sering di lewati warga dusun sahang desa dayeuhluhur Kecamatan Ganeas Kabupaten Sumedang, jalan tersebut sudah belasan tahun di biarkan rusak, warga dusun sahang yang sudah mulai resah dengan kerusakan jalan tersebut sudah mengajukan perbaikan ke 2 desa namun tida ada tanggapan , saya berharap dari pihak Pemprov Jabar bisa membantu perbaikan jalan tersebut yg kurang lebih hanya berjarak 1 km, karena dapat membahayakan pengguna jalan terutama pendatang karena kondisi jalan yang rusak dan tidak ada penerangan lampu jalan sama sekali, terlebih lagi akan segera datang hari raya Idul fitri dimanna pasti banyak para pemudik. Belum lagi saat ini musim hujan, jalan yang licin sering mengakibatkan kecelakaan, saya memohon kepada Pemprov Jabar untuk segera di tindak lanjuti .Lokasi Kejadian [KABUPATEN SUMEDANG] | [SITURAJA] | [KADUWULUNG] | [Lokasi jalan rusak (Desa Kaduwulung, Kecamatan Situraja, Kabupaten Sumedang) jalan yg sering di lewati warga (dusun sahang, Desa Dayeuhluhur Kecamatan Ganeas)] Aduan ini menjadi kewenangan Pemerintah Daerah Kab. Sumedang","  RABU, 2024/03/20 |   LAINNYA TERKAIT PEMBANGUNAN DESA, DAERAH TERTINGGAL, DAN TRANSMIGRASI |   LAPORAN 2 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/jalan-rusak-dan-berlubang-202403210956371710989797517
Terdapat Beberapa Ruas Jalan Kol Achmad Syam Rusak,"Tolong diperbaiki jalan kol ahmad syam, desa sayang, kecamatan jatinangor, sumedang, jawa barat, karena terdapat lubang lubang besar yang membahayakan pengguna kendaraan bermotor, terutama dititik koordinat -6.952831,107.770512","  RABU, 2023/07/12 |   JALAN BERLUBANG |   LAPORAN 2 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/terdapat-beberapa-ruas-jalan-kol-achmad-syam-rusak-202307131412521689232372368
Saluran & Gorong-Gorong Yg Tersendat,"Assalamu’alaikum
selamat sore kak, saya mau melaporkan bahwa di alamat saya;
dsn. Tunggul Hideung, Desa Ciptasari, Kecamatan Pamulihan, Kabupaten Sumedang,
ada saluran/gorong-gorong yang tersendat yang menimbulkan banjir di jalan raya dan luber ke tempat usaha saya yang posisinya berada lebih rendah dari jalan raya.
berikut saya lampirkan bukti namun dalam keadaan sudah mulai surut.",  DRAINASE (GORONG-GORONG/PARIT) |   LAPORAN 15 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/saluran-gorong-gorong-yg-tersendat-202403011641021709286062057
Membuat Kartu Keluarga,"Katanya bisa membuat kartu keluarga secara online di aplikasi tahu sumedng. tapi kok punya saya di batalkan terus ya, begimana ini teh ? saya tidak ada waktu mengurus secara online, tolong lah di permudah, giliran menyalahkan pemerintah malah tidak mau, giliran di turutin aturan nyah malah di persulit di per susah.","  MINGGU, 2024/06/02 |   ADMINISTRASI KEPENDUDUKAN DAN PENCATATAN SIPIL |   LAPORAN 6 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/membuat-kartu-keluarga-202407241507081721808428952
Lampu Pju Mati,"Assalamualaikum..sy warga rt03/10 kel.situ sumedang memohon agar pju yg ada di lingkungan kami agar segera diperbaiki demi kenyamanan dan keamanan pengguna jalan..terimakasih
lokasi kejadian kab. sumedang sumedang utara situ pertigaan jl.angkrek dgn jl.statistik sumedang
aduan ini menjadi kewenangan pemerintah kabupaten sumedang",  PENERANGAN JALAN |   LAPORAN 5 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/lampu-pju-mati-202506111016041749611764671
Kecewa Dengan Sop Dpmptsp Kab. Sumedang Tentang Pemenuhan Komitmen Kbli 78425,"Lpk Rienri Aysha Globalindo yang beralamat di Cluster Jatigeulis blok A3 Kel. Jatiroke Kecamatan Jatinangor Kabupaten Sumedang sangat kecewa dengan tidak profesionalnya pelayanan dari DPMPTSP Kabupaten Sumedang, yang mana pada persyaratan pemenuhan komitmen KBLI 78425 di persyaratan no. 2 yang berbunyi : 'melampirkan tanda bukti kepemilikan atau sewa atas sarana dan prasarana usaha pelatihan kerja berupa dokumen bukti kepemilikan atau sewa bermaterai cukup"" tetapi di akhir kami di minta tentang IMB/PBG dan slf yang jelas jelas tidak tertulis di persyaratan, saat ini usaha kami terganggu karena tidak memiliki IMB yang peruntukannya untuk usaha melainkan perumahan / hunian, jika sedari awal di tulis dengan cermat di persyataran, kami pastinya akan lebih berhati hati dalam pemilihan lokasi usaha, dan dari Disnaker pun karena persyaratan kami sudah standar dengan permenaker no. 6 tahun 2021 rekomendasipun di berikan oleh pihak Disnaker Kabupaten Sumedang.
Besar harapan kami akan adanya solusi dari permasalahan yang saya hadapi, mengingat kerugian yang terjadi karena kesalahan dari OSS tentang persyaratan perizinan, karena kami sudah menginvestasikan usaha kami di alamat saat ini yang tercantum di NIB.","  SENIN, 2024/03/25 |   GANGGUAN APLIKASI SP4N-LAPOR! |   LAPORAN 8 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/kecewa-dengan-sop-dpmptsp-kab-sumedang-tentang-pemenuhan-komitmen-kbli-78425-202403251606511711357611948
Rumah Tidak Layak Huni Sudahmau Roboh,Ibu/bapak yang terhormat saya mau pengaduan tentang bantuan rumah tidak layak huni untuk di renovasi saya sudah melaporkan ke desa rancamulya kec. sumedang utara sudah 3 tahun tapi belum ada kelanjutan setiap di tanyakan ke desa alasannya belum ada anggaran. saya minta tolong bantuannya bapak/ibu sebelum ada korban jiwa tertimpa atap rumah.,"  SABTU, 2024/09/07 |   PERMUKIMAN |   LAPORAN 2 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/rumah-tidak-layak-huni-sudahmau-roboh-202409070905051725674705438
Uang Kembalian Dijadikan Sumbangan,"Kenapa banyak toko-toko perbelanjaan ternama ketika ada kembalian kurang dari 1000 rupiah selalu ditanyakan untuk boleh didonasikan atau tidak. orang beranggapan belum tentu uang tersebut benar-benar didonasikan, sehingga takutnya disalahgunakan.","  MINGGU, 2023/07/02 |   PERLINDUNGAN KONSUMEN |   LAPORAN 5 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/uang-kembalian-dijadikan-sumbangan-202307111750201689072620084
Bantuan Spam Ds.Pamulihan Kec Situraja Kab Sumedang,"Ada kegiatan bantuan spam di desa kami. kami ingin bantuan tersebut bisa sesuai dengan speknya dan maksimal pemanfaatanya. Buat air bersih di desa kami ..kami komplain ke pemborong tapi masih belum didengar..tentang galian pipa yañg dangkal..uji alir untuk kuantitas air pengeboran..dan ingin tahu bentuk speknya tapi tertutup ga dikasih tau..saya ingin bapa ibu dari bpkp untuk membantu memeriksanya..dan tolong jangan sampai tahu kami yang mengadu ke bpkp

lokasi kejadian: kabupaten sumedang situraja pamulihan desa pamulihan kec situraja kab sumedang kode pos 45371 jawa barat
aduan ini menjadi kewenangan pemerintah kab. sumedang","  JUMAT, 2025/05/30 |   LAINNYA TERKAIT INFRASTRUKTUR PENDUKUNG |   LAPORAN 8 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/bantuan-spam-ds-pamulihan-kec-situraja-kab-sumedang-202506111509591749629399319
Klarifikasi Terkait Laporan Akun Anonim Yang Menyebutkan Pemilihan Rt Rw Yang Ada Di Perum Lembu Sari Desa Cilembu,"Kepada dinas pemberdayaan masyarakat dan desa, kami desa cilembu mengklarifikasi bahwa aduan atau laporan akun anomim dengan tracking id 7342732 tersebut adalah tidak benar atau hoax.
karena pemilihan rt dan rw di perum lembu sari dilakukan secara demokrasi atau melalui pemilihan. (foto ada dilampiran)
kemudian untuk masalah laporan keuangan di tingkat rw dan rt pihak desa sudah menyarankan kepada tiap rt dan rw untuk melakukan laporan keuangan di rt dan rw nya masing - masing.","  KAMIS, 2024/01/18 |   SP4N-LAPOR! |   LAPORAN 6 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/klarifikasi-terkait-laporan-akun-anonim-yang-menyebutkan-pemilihan-rt-rw-yang-ada-di-perum-lembu-sari-desa-cilembu-202401181152341705553554959
Bangunan Liar/Warung Liar Di Bawah Jembatan Tol Cimalaka,"Minta tolong dikondisikan ada warga yang membangun warung dan bangunan dibawah kolong jembatan tol cisumdawu berlokasi di desa licin , cimalaka dekan man 2 cimalaka. saya org cimalaka tidak pernah ada bangunan apapun namun tiba tiba ada oknum yang seenaknya membangun liar. tolong segera dibereskan sebelum bangunan di kolong jembatan semakin banyak",  LAINNYA TERKAIT PEKERJAAN UMUM DAN PENATAAN RUANG |   LAPORAN 3 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/bangunan-liar-warung-liar-di-bawah-jembatan-tol-cimalaka-202506261402541750921374385
Permintaan Hasil Keputusan Pasca Longsor di Desa Cisalak,"Menindaklanjuti hasil musyawarah pada hari Selasa tanggal 17 bulan Juni 2025, dimohon oleh Kepala Desa Cisalak an, Warga Desa Cisalak tentang bagaimana hasil musyawarah tersebut, apakah lokasi bekas longsor sudah aman, mengingat keiingiman warga kehusunya warga Dusun Marasa menginginkan adanya jalan alternatif melalui lokasi bekas longsor tersebut.",,https://www.lapor.go.id/laporan/detil/permintaan-hasil-keputusan-pasca-longsor-di-desa-cisalak-202509192249151758296955236
Gaji Dan Sertifikasi Guru,Mohon diperiksa dan ditindaklanjuti gaji dan sertifikasi guru daerah jawab barat khususnya kab. sumedang belum cair dan selalu diundur sampai sekarang.,"  SENIN, 2024/05/20 |   ANGGARAN DAN PERBENDAHARAAN |   LAPORAN 6 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/gaji-dan-sertifikasi-guru-202405210648421716248922982
Jalan Yang Hancur,"Jalan ini adalah jalan alternatif yang menghubungkan Dua kabupaten yaitu kabupaten Indramayu dan kabupaten Sumedang, jalan ini terletak di Wilayah kabupaten Sumedang, tepatnya di kecamatan buah dua desa Ciawitali, jalan ini jalan yang berguna untuk warga sekitar dan warga diluar kabupaten Sumedang untuk berwisata di daerah Sumedang, Lokasi Kejadian Kabupaten Sumedang | Buah Dua | Ciawitali | Jalan Burujul Sanca jalan alternatif kabupaten Sumedang dan Indramayu Kewenangan Pemerintah Daerah Kabupaten Sumedang","  RABU, 2024/03/06 |   JALAN BERLUBANG |   LAPORAN 2 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/jalan-yang-hancur-202405021459151714636755909
Kerumitan Dan Ketidakjelasaan Pelayanan Pendaftaran Bphtb Di Bapenda Kabupaten Sumedang,"1. pada senin 3 maret 2022 saya datang ke kantor bapenda kabupaten sumedang dengan maksud untuk mengurus bphtb waris, namun ternyata menurut petugas yg bernama bpk dendi pelayanan bphtb hanya bisa dilakukan secara online dan petugas tsb mengarahkan saya untuk mengurus melalui ppat wilayah sumedang karena yg memiliki akun untuk akses pengurusan bphtb online hanya ppat.
2. kemudian pada hari itu juga saya menghadap ke ppat dedeh dan sayamenyampaikan hendak menguris bphtb waris namun beliau menginformasikan untuk pengurusan bphtb waris harus ke kantor bapenda kabupaten sumedang langsung dengan alasan karena saya mengajukan melalui perorangan dan tidak ada hubungan dengan ppat.
3. masih di hari yang sama saya kembali ke kantor bapenda kabupaten sumedang dan menemui petugas yg sama yg melayani saya pada awal cerita, saya menyampaikan uraian pada poin 2 diatas dan kemudian petugas tsb menyarankan untuk ke kantor camat terkait lokasi objek selaku ppats dan disebut memiliki kewenangan pengurusan bphtb.
4. masih pada hari tsb saya datang ke kantor kecamatan pamulihan kabupaten sumedang. dan saya menyampaikan kepada petugas kecamatan tsb hendak mengurus bphtb. namun menurut petugas tsb kecamatan tidak berwenang mengurus bphtb alias tidak bisa.
5. hari selanjutnya saya mencoba mendatangi ppat lain dan mendapatkan informasi bahwa saya harus mengkonsultasikan kembali ke kantor bapenda kabupaten sumedang.

poin yang saya ingin sampaikan adalah bahwa dalam pelayanan di kantor bapenda kabupaten sumedang sangat rumit, berbelit-belit, tidak jelas, dan menunjukkan bahwa instansi tersebut tidak melakukan koordinasi kpd pihak2 terkait mengenai penerapan sistem bphtb tersebut. hal ini jelas membuang2 waktu tenaga dan pikiran saya secara percuma sehingga sudah sewajarnya saya mengajukan pengaduan ini agar dapat ditindak lanjuti segera.
adapun yang saya harapkan adalah kemudahan dalam proses pelayanan publik di kemudian hari di wilayah manapun.

Senin, 10 April 2023
Terima kasih kpd bpk Dendi yg sudah memberikan penjelasan perihal BPHTB Online bahwa seharusnya PPAT wilayah sumedang wajib membantu pendaftaran BPHTB tsb dan saya dapat mengerti kondisi dan aturan tersebut. Namun sebagai masukan tambahan seharusnya bukan hanya PPAT yg diberikan kewenangan tsb karena setelah saya telusuri lebih lanjut terdapat beberapa PPAT yg menolak secara halus permohonan pendaftaran BPHTB dengan berbagai alasan, seharusnya pemohon perorangan juga dapat diberikan akses untuk mendaftar langsung agar mempermudah hal seperti ini kedepannya sehingga sistem tsb dapat memberikan manfaat juga bagi masyarakat umum. Dan selanjutnya semoga pembuat kebijakan tsb mau mengevaluasi secara komperhensif dan mau mempertimbangkan masukan ini. Terima kasih.","  SENIN, 2023/04/03 |   LAINNYA TERKAIT EKONOMI DAN KEUANGAN |   LAPORAN 18 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/kerumitan-dan-ketidakjelasaan-pelayanan-pendaftaran-bphtb-di-bapenda-kabupaten-sumedang-202304061609381680772178208
Jalan Bahaya,"Lokasi:
Sumedang: jalan raya jatinangor, jalan kolonel ahmad syam, dan jalan sayang

(semakin padat jalan, semakin rentan kecelakan. jadi perlu keamanan lebih)

Tolong penuhi hal berikut, hak bagi pejalan kaki seperti fasilitas trotoar, zebra cross, bahkan rambu lalu lintas tidak terpenuhi, padahal berbahaya!! (jalan landai dan sempit)

Saya, sebagai pejalan kaki, sering menyebrangi jalan yang landai sehingga tiba-tiba motor muncul dari hilir jalan... penjaga jalan tidak ada, padahal daerahnya ada markas polisi....

Tolong penuhi!!

Terima kasih...",  INFRASTRUKTUR JALAN |   LAPORAN 5 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/jalan-bahaya-202311292326081701275168607
Lampu Pju Mati,Lampu pju mati di depan apotek amalia,  LAINNYA TERKAIT PERHUBUNGAN |   LAPORAN 13 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/lampu-pju-mati-202509052008171757077697317
Pdam Kabupaten Sumedang,"Terjadi kejanggalan biaya lonjakan penggunaan layanan penagihan pada pdam id pelanggan 0505004446 an. h. joko s di periode 03/2024 dan periode 04/2024 sementara penggunaan air tidak digunakan secara wajar (hampir tidak pernah digunakan), tempat tersebut sudah kosong selama 3 bulan, dan penggunaan debit air dirasa tidak digunakan selama 3 bulan terakhir. mohon petugas memastikan pengecekan kondisi alat ukur dan validitas harga terhadap nilai yang ditagihkan, karena mengakibatkan kerugian bagi pelanggan. demikian","  JUMAT, 2024/05/17 |   BIAYA/TARIF PDAM |   LAPORAN 1 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/pdam-kabupaten-sumedang-202405280823171716859397327
Pembebasan Lahan di Daerah Ujungjaya,"Untuk kawasan industri di ujungjaya perkembangannya sudah sampai mana pak? Soalnya saya kan tinggal didaerah sana tepatnya di desa cibuluh, dan katanya proses pembebasan lahan nya sedang berjalan apakah benar pak?",,https://www.lapor.go.id/laporan/detil/pembebasan-lahan-di-daerah-ujungjaya-202509121032521757647972830
Laporan Pelayanan Kesehatan Hewan,Maaf mau nanya kalo untuk steril kucing betina berapa di uptd?,,https://www.lapor.go.id/laporan/detil/laporan-pelayanan-kesehatan-hewan-202509261630421758879042188
Warga Buang Sampah Sembarangan Akibat Tps Cipacing Resik Yang Dibangun Dengan Anggaran 600 Juta Tidak Beroperasi. Janji Dlh Sampah Akan Diangkut Ke Tps Cibereum Belum Direalisasikan,"Yth.
1. menteri pupr
2. menteri lingkungan hidup dan kehutanan
3. gubernur jawa barat
4. bupati sumedang
5. kepala dinas pekerjaan umum dan tata ruang kabupaten sumedang
6. kepala dinas lingkungan hidup
7. ketua kpk

kami sudah melaporkan perihal pembakaran sampah di samping makam desa cipacing, sebanyak 2x namun responnya tidak optimal, masih sebatas janji.

laporan pertama (#6127366)
https://www.lapor.go.id/laporan/detil/pembakaran-sampah-di-sekitar-pemukiman-warga

laporan kedua (#6127368):
https://www.lapor.go.id/laporan/detil/pembakaran-sampah-di-sekitar-pemukiman-warga-2

kami sampaikan lagi, bahwa di desa cipacing sudah 4 (dua) bulan terakhir ini warga disekitar perumahan jatinangor city park (janati park), terutama cluster 3 mengeluhkan asap dari pembakaran sampah yang terjadi di makam di samping cluster 3 (dokumentasi terlampir).

pembakaran sampah ini terjadi akibat dari warga yang membuang sampah sembarangan dikarenakan lokasi tempat pembuangan sampah sebelumnya telah dibangun tempat pengelolaan sampah (tps) 3r yang dibangun di desa cipacing, kecamatan jatinangor yang menggunakan anggaran sebanyak 600 juta (dokumentasi terlampir), namun tps tersebut tidak beroperasi, sehingga masyarakat tidak bisa membuang sampah di tps tersebut dan justru membuang sampah dilokasi lain yang dekat dengan pemukiman masyarakat dan membakarnya.

pembakaran sampah ini juga patut diduga sebagai dampak dari pembangunan tempat pengelolaan sampah (tps) diarea tempat pembuangan sampah sebelumnya namun belum dikelola sesuai ketentuan. sehingga warga sekitar tidak lagi memiliki tempat pembuangan sampah dan akhirnya beralih membuang sampah dan membakarnya diarea pemakaman yang berdekatan dengan pemukiman warga dan menimbulkan asap pekat yang membahayakan kesehatan warga sekitar.

dari pagi hingga malam, selalu ada sampah yang dibakar disekeliling pemukiman cluster 3 dan asap yang ditimbulkan sangat parah bahkan hingga menyebabkan kabut asap ke pemukiman warga sehingga dapat membahayakan kesehatan warga sekitar.
lokasi pembakaran sampah yang paling parah terletak didalam makam desa cibeusi/cipacing yang asapnya berpotensi membahayakan kesehatan masyarakat sekitar.

pada laporan yang kedua, admin menyampaikan bahwa dinas lingkungan hidup dan kehutanan :
1. akan melakukan penanganan mengangkut timbulan sampah untuk diangkut ke tpas cibereum;
2. berkoordinasi dengan pemerintah desa cipacing untuk memberdayakan kpp (kelompok pemberi manfaat tps3r di desa cipacing);
3. akan melaksanakan sosialisasi ke masyarakat terkait dengan pengelolaan sampah.

namun kenyataannya, hingga hari ini belum ada tindak lanjut dari dinas lingkungan hidup dan kehutanan.

oleh karena itu, dimohon bantuannya agar dlhk memenuhi janjinya untuk:
1. melakukan penanganan mengangkut timbulan sampah untuk diangkut ke tpas cibereum;
2. berkoordinasi dengan pemerintah desa cipacing untuk memberdayakan kpp (kelompok pemberi manfaat tps3r di desa cipacing);
3. melaksanakan sosialisasi ke masyarakat terkait dengan pengelolaan sampah.","  SELASA, 2023/01/10 |   PENCEMARAN LINGKUNGAN |   LAPORAN 5 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/warga-buang-sampah-sembarangan-akibat-tps-cipacing-resik-yang-dibangun-dengan-anggaran-600-juta-tidak-beroperasi-janji-dlh-sampah-akan-diangkut-ke-tps-cibereum-belum-direalisasikan
Saudara Mempunyai Gangguan Mental/Kejiwaan,"""pagi admin ,
perkenalkan nama saya hadi , warga kel.wates kecamatan bandung kidul
bermaksud membuat laporan dan saran
kakak saya yg bernama lira oktora dengan nik 3211146210850007 mengalami gangguan mental/kejiwaan dari sekitar tahun 2005 sampai sekarang , mau meminta saran , karna kondisi ekonomi keluarga sudah tidak bisa melanjutkan untuk kakak saya berobat , apakah kita bisa mengajukan subsidi berobat gratis untuk kakak saya ? kakak saya sekarang berdomisili di kab.sumedang di desa mekarbakti , atau apa yang harus kita lakukan agar kakak saya bisa berobat lagi dan bisa membaik lagi , karna dulu pas masih berobat kondisi kakak saya tidak separah kondisi sekarang , kondisi sekarang kakak saya suka marah marah , dan suka lempar lempar barang , mohon arahan dan solusi terbaiknya admin
terimakasih,""
lokasi kejadian kabupaten sumedang pamulihan mekarbakti perumahan mekarbakti village blok b 5
aduan ini menjadi kewenangan pemerintah daerah kabupaten sumedang",  LAINNYA TERKAIT KESEHATAN |   LAPORAN 15 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/saudara-mempunyai-gangguan-mental-kejiwaan-202504101454431744271683685
Bangunan Dinding Bantaran Sungai Cipeles Sumedang Jamban Girimukti,"Dengan terjadi nya intensitas curah hujan yang sangat tinggi pada saat memasuki musim penghujan, yang dimana debit saluran air cipeles telah mengikis bagian tepi dinding penahan air rumah penduduk di dusun jamban rt 01/02 desa girimukti kec. sumedang utara, yang dimana saat ini kondisi dinding tersebut telah roboh dan sangat membahayakan bagi keselamatan masyarakat berikut rumah penduduk disekitar.

titik lokasi tersebut berada di,

blok sawah : bantaran sungai cipeles
dusun : jamban
rt/rw : 01/02
desa : girimukti
kecamatan : sumedang utara
kabupaten : sumedang

sehubungan dengan hal tersebut diatas mohon kiranya agar menjadi perhatian dari pihak pemerintah kab sumedang dan khususnya dari dinas bina marga dan sumber daya air, agar dapat diupayakan segera dilakukan perbaikan mengingat dari sejak maret 2020 sampai dengan saat ini 05 juli 2023 belum tersentuh perbaikan sama sekali oleh pihak pemerintah kabupaten sumedang.",  DRAINASE (GORONG-GORONG/PARIT) |   LAPORAN 3 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/bangunan-dinding-bantaran-sungai-cipeles-sumedang-jamban-girimukti-202309191013051695093185587
Pohon Kawung (Aren) Tumbang Menutup Jalan Propinsi Sumedang Subang,"Pada hari Senin, 6 April 2026 Pukul 21.07 WIB cuaca EXTREME ( Hujan dengan Intensitas Tinggi) mengakibatkan Pohon Kawung (Aren) Menutup Jalan Propinsi",,https://www.lapor.go.id/laporan/detil/pohon-kawung-aren-tumbang-menutup-jalan-propinsi-sumedang-subang-202604090902421775700162791
Pengaduan,Kenapa kartu keluarga saya di disdukcapil tidak aktif dan ketika di cek di aplikasi identitas kependudukan digital (ikd) ternyata di situ keterangan nya dokumen kartu keluarga tidak dimiliki.,  KARTU KELUARGA |   LAPORAN 4 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/pengaduan-202504281505411745827541498
Mohon Perbaikan Jalan,"Dipermaklumkan dengan hormat, saya adalah salah satu warga masyarakat desa cijeungjing kecamatan jatigede kabupaten sumedang.
sebagaimana kita ketahui bersama, bahwa setelah selesainya pembangunan waduk jatigede, daerah di sekitar genangan bermunculan tempat-tempat yang dijadikan destinasi wisata yang dikunjungi oleh banyak wisatawan terutama pada hari libur dan akhir pekan. bahkan pemerintah daerah kabupaten sumedang telah mencanangkan waduk jatigede sebagai salah satu destinasi wisata utama di kabupaten sumedang.
bahwa dalam pariwisata kita mengenal prinsip 3a (atraksi, aksesibilitas dan amenitas) agar destinasi wisata dapat berkembang optimal dan diminati oleh wisatawan, karena sebagaimana kita maklum setiap wisatawan mengharapkan setiap kunjungan wisatanya berkesan, nyaman, menyenangkan dan dapat dikenang.
namun pada kenyataannya, saat ini prinsip aksesibilitas sama sekali tidak mendukung kawasan waduk jatigede menjadi destinasi wisata utama di kabupaten sumedang. demikian ini, ruas jalan tolengas-jatigede kondisinya rusak parah sejak dipergunakan oleh bbws cimanuk cisanggarung sebagai jalur angkutan material batu untuk pembangunan bendungan cipanas. dan diperparah oleh menjamurnya usaha-usaha penggilingan batu di wilayah desa tolengas, desa marongge dan desa darmawangi (seluruhnya di wilayah kecamatan tomo) menambah kesan kumuh di sepanjang jalur jalan tolengas-jatigede yang merupakan jalur utama menuju kawasan wisata waduk jatigede dari arah exit toll kertajati kabupaten majalengka.
dapat saya sampaikan juga, akibat dari menjamurnya usaha-usaha penggilingan batu tersebut, suplai material batu diangkut menggunakan truk-truk dari quarry gunung julang yang berada di wilayah kecamatan cisitu (eks quarry batu proyek waduk jatigede dan bendungan cipanas) melalui jalan lingkar utara waduk jatigede, masuk ke jalan pemukiman desa kadujaya dan desa cijeungjing (kecamatan jatigede) sehingga jalur jalan pemukiman tersebut menjadi rusak parah, sulit dilalui kendaraan kecil dan sangat berbahaya bagi pengendara sepeda motor.
berkenaan hal tersebut di atas, dengan ini kami mohon:
1. perbaikan ruas jalan tolengas-jatigede;
2. ruas jalan pemukiman desa kadujaya dan desa cijeungjing yang berstatus jalan pln (plta parakankondang) kiranya dapat dimohon agar dapat menjadi jalan kabupaten atau jalan desa, sehingga pemerintah daerah dapat mengalokasikan anggaran untuk perbaikannya.
3. menutup quarry gunung julang yang diduga menjadi galian ilegal.
4. menertibkan usaha-usaha penggilingan batu di sepanjang ruas jalan tolengas-jatigede, sehingga apabila nanti ruas jalan tersebut telah diperbaiki, tidak terkesan kumuh dan kotor.
demikian, kiranya dapat menjadi masukan yang bermanfaat bagi pembangunan khususnya di kabupaten sumedang.",  INFRASTRUKTUR JALAN |   LAPORAN 11 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/mohon-perbaikan-jalan-202305101438421683704322469
Jalan Rusak Berlubang Membahayakan Nyawa & Mesin Kendaraan,"Jalan rusak berlubang mulai dari di depan jl. pasar domba - sd ciluluk (jl. pamagersari) & jl. tanjungsari haurgombong (jl menuju perum tanjungsari)

tolong agar segera di perbaiki karena membahayakan nyawa dan merusak mesin kendaraan.

mohon agar secepatnya di perbaiki terima kasih atas respon secepatnya.","  KAMIS, 2024/07/11 |   INFRASTRUKTUR JALAN |   LAPORAN 4 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/jalan-rusak-berlubang-membahayakan-nyawa-mesin-kendaraan-202407110847001720662420024
Pengaduan Pengajuan Sip Di Mpp Digital,"Selamat siang, saya mau mengajukan pengaduan.
saya sempat mengajukan SIP di Kab. Sumedang, di RS Harapan Keluarga. tapi sempat error dan tidak masuk ke sisdmk RS Harapan Keluarga, di data akun saya pun kosong.
saat ini, saya mau membatalkan pengajuan tidak bisa, karena kebutuhan membuat SIP ditempat lain. riwayat pengajuan yang sebelumnya error masih terdeteksi ada oleh Dinkes setempat tapi tidak bisa saya batalkan pengajuannya di MPP Digital karena tidak ada di akun saya. Mohon bantuannya untuk menutup atau membatalkan pengajuan ke RS Harapan Keluarga tersebut. karena saya tidak bisa mengakses pengajuannya, di aplikasi saya kosong. terima kasih",  LAIINYA TERKAIT LAYANAN ONLINE/APLIKASI PEMERINTAH |   LAPORAN 5 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/pengaduan-pengajuan-sip-di-mpp-digital-202508150917361755224256786
Peredaran Miras Di Sumedang,Saya sudah beberapa kali melaporkan ada peredaran miras di kabupaten sumedang banyak toko jamu yg menjual miras terutama sebrang kopti sumedang tapi tidak ada tindak lanjut hingga saat ini...membuat stigma negatif bahwa mereka mungkin dibekingi aparat..apalagi pas malam takbiran idul fitri maret kemarin,"  SENIN, 2024/03/11 |   LAINNYA TERKAIT KETENTERAMAN, KETERTIBAN UMUM, DAN PELINDUNGAN MASYARAKAT |   LAPORAN 1 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/peredaran-miras-di-sumedang-202405241823041716549784792
Permintaan Di Sistem Ppid Kabupaten Sumedang Tiba Tiba Selesai Tanpa Ada Jawaban Apapun,Meminta informasi kepada bupati sumedang sebagai penanggung jawab dan yang mengangkat ketua baznas kabupaten sumedang. kami sebagai umat meminta lpj baznas kabupaten sumedang tapi tiba tiba sistem menyatakan selesai tanpa ada jawaban apapun.,  LAINNYA TERKAIT AGAMA |   LAPORAN 4 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/permintaan-di-sistem-ppid-kabupaten-sumedang-tiba-tiba-selesai-tanpa-ada-jawaban-apapun-202506251341111750833671111
